genus_species,species_matched,AccSpeciesID,AccSpeciesName,ObsNum,ObsGRNum,MeasNum,MeasGRNum,TraitNum,match,old
luzula meridionalis,Luzula meridionalis,34500,Luzula meridionalis,26,NA,31,NA,15,1,Luzula meridionalis
microlaena stipoides,Ehrharta stipoides,19892,Ehrharta stipoides,59,24,267,207,41,1,Ehrharta stipoides
microlaena stipoides,Ehrharta stipoides,241653,Microlaena stipoides var. stipoides,33,1,43,13,17,1,Ehrharta stipoides
microseris lanceolata,Microseris lanceolata,36704,Microseris lanceolata,38,NA,44,NA,15,1,Microseris lanceolata
microtis unifolia,Microtis unifolia,36724,Microtis unifolia,46,NA,65,NA,15,1,Microtis unifolia
millotia tenuifolia,Millotia tenuifolia,90624,Millotia tenuifolia,4,NA,4,NA,4,1,Millotia tenuifolia
amphipogon strictus,Amphipogon strictus,3307,Amphipogon strictus,20,NA,23,NA,11,1,Amphipogon strictus
myriocephalus rhizocephalus,Myriocephalus rhizocephalus,37606,Myriocephalus rhizocephalus,24,3,39,13,19,1,Myriocephalus rhizocephalus
neurachne alopecuroidea,Neurachne alopecuroidea,38160,Neurachne alopecuroidea,8,1,20,6,13,1,Neurachne alopecuroidea
oxalis perennans,Oxalis perennans,39594,Oxalis perennans,24,1,26,10,15,1,Oxalis perennans
pelargonium rodneyanum,Pelargonium rodneyanum,40776,Pelargonium rodneyanum,9,NA,13,NA,10,1,Pelargonium rodneyanum
pentapogon quadrifidus,Pentapogon quadrifidus,40980,Pentapogon quadrifidus,19,NA,23,NA,11,1,Pentapogon quadrifidus
phyllangium divergens,Phyllangium divergens,93211,Phyllangium divergens,4,NA,4,NA,4,1,Phyllangium divergens
pimelea humilis,Pimelea humilis,42030,Pimelea humilis,20,NA,25,NA,11,1,Pimelea humilis
pogonolepis muelleriana,Pogonolepis muelleriana,253720,Pogonolepis muelleriana,3,1,8,6,8,1,Pogonolepis muelleriana
poranthera microphylla,Poranthera microphylla,43541,Poranthera microphylla,50,3,65,14,20,1,Poranthera microphylla
ranunculus robertsonii,Ranunculus robertsonii,95425,Ranunculus robertsonii,3,NA,3,NA,3,1,Ranunculus robertsonii
romulea rosea,Romulea rosea,71056,Romulea rosea,38,NA,46,NA,24,1,Romulea rosea
romulea rosea,Romulea rosea,257834,Romulea rosea var. australis,4,NA,5,NA,3,1,Romulea rosea var. australis
schoenus apogon,Schoenus apogon,48936,Schoenus apogon,32,NA,30,NA,12,1,Schoenus apogon
siloxerus multiflorus,Siloxerus multiflorus,384940,Siloxerus multiflorus,2,NA,2,NA,2,1,Siloxerus multiflorus
solenogyne dominii,Solenogyne dominii,50863,Solenogyne dominii,20,NA,22,NA,10,1,Solenogyne dominii
stuartina muelleri,Stuartina muelleri,52171,Stuartina muelleri,24,2,52,28,32,1,Stuartina muelleri
stylidium inundatum,Stylidium inundatum,389514,Stylidium inundatum,2,NA,2,NA,2,1,Stylidium inundatum
thelymitra antennifera,Thelymitra antennifera,393202,Thelymitra antennifera,3,NA,4,NA,4,1,Thelymitra antennifera
aphelia pumilio,Aphelia pumilio,75064,Aphelia pumilio,4,NA,4,NA,4,1,Aphelia pumilio
tricoryne elatior,Tricoryne elatior,54883,Tricoryne elatior,32,NA,30,NA,12,1,Tricoryne elatior
tripliodiscus pygmaeus,Triptilodiscus pygmaeus,55148,Triptilodiscus pygmaeus,36,3,68,33,33,1,Triptilodiscus pygmaeus
wahlenbergia gracilenta,Wahlenbergia gracilenta,56860,Wahlenbergia gracilenta,32,1,40,6,19,1,Wahlenbergia gracilenta
arctotheca calendula,Arctotheca calendula,4534,Arctotheca calendula,39,13,143,102,23,1,Arctotheca calendula
wurmbea dioica,Wurmbea dioica,57103,Wurmbea dioica,31,NA,33,NA,18,1,Wurmbea dioica
wurmbea dioica,Wurmbea dioica,270430,Wurmbea dioica subsp. alba,1,NA,1,NA,1,1,Wurmbea dioica
stellaria graminea,Stellaria graminea,51627,Stellaria graminea,1154,70,3277,414,186,1,Stellaria graminea
taraxacum officianale,Taraxacum campylodes,99439,Taraxacum campylodes,1695,592,8671,4606,313,1,Taraxacum campylodes
taraxacum officianale,Taraxacum campylodes,391852,Taraxacum officinale,1,NA,1,NA,1,1,Taraxacum campylodes
taraxacum officianale,Taraxacum campylodes,391853,Taraxacum officinale ssp. officinale,1,NA,1,NA,1,1,Taraxacum campylodes
taraxacum officianale,Taraxacum campylodes,391854,Taraxacum officinale subsp. officinale,1,NA,1,NA,1,1,Taraxacum campylodes
festuca arundinacea,Festuca arundinacea,24150,Festuca arundinacea,915,80,2479,537,232,1,Festuca arundinacea
elytrygia repens,Elymus repens,20359,Elymus repens,2420,702,12166,7980,292,1,Elymus repens
elytrygia repens,Elymus repens,223570,Elymus repens subsp. arenosus,8,NA,7,NA,2,1,Elymus repens
mulinum spinosum,Mulinum spinosum,37415,Mulinum spinosum,50,36,140,119,30,1,Mulinum spinosum
senecio filaginoides,Senecio filaginoides,49534,Senecio filaginoides,33,18,190,164,55,1,Senecio filaginoides
adesmia campestris,Adesmia volckmannii,201143,Adesmia volckmannii,8,3,20,9,10,1,Adesmia volckmannii
poa ligularis,Poa ligularis,42854,Poa ligularis,51,18,196,138,48,1,Poa ligularis
stipa speciosa,Stipa speciosa,51914,Stipa speciosa,36,13,180,66,72,1,Stipa speciosa
stipa humilis,Stipa humilis,51885,Stipa humilis,20,9,69,54,33,1,Stipa humilis
poa lanuginosa,Poa lanuginosa,42849,Poa lanuginosa,25,5,81,41,40,1,Poa lanuginosa
bromus pictus,Bromus setifolius,8532,Bromus setifolius,51,18,204,153,36,1,Bromus setifolius
cassia marilandica,Senna marilandica,49681,Senna marilandica,57,6,301,31,76,1,Senna marilandica
cassia chamaecrista,Chamaecrista chamaecristoides,10946,Cassia chamaecrista,11,1,18,4,9,1,Chamaecrista chamaecristoides
cassia chamaecrista,Chamaecrista chamaecristoides,11968,Chamaecrista chamaecristoides,23,NA,33,NA,10,1,Chamaecrista chamaecristoides
cassia chamaecrista,Chamaecrista chamaecristoides,296502,Chamaecrista chamaecristoides var. cruziana,2,NA,2,NA,1,1,Chamaecrista chamaecristoides
andropogon bladhii,Bothriochloa bladhii,7825,Bothriochloa bladhii,88,18,332,130,72,1,Bothriochloa bladhii
helianthus ridigus,Helianthus pauciflorus,68387,Helianthus pauciflorus,35,7,87,50,43,1,Helianthus pauciflorus
helianthus ridigus,Helianthus pauciflorus,232856,Helianthus pauciflorus subsp. subrhomboideus,8,NA,8,NA,2,1,Helianthus pauciflorus
helianthus ridigus,Helianthus pauciflorus,328540,Helianthus pauciflorus subsp. pauciflorus,1,NA,1,NA,1,1,Helianthus pauciflorus
andropogon scoparius,Schizachyrium scoparium,48859,Schizachyrium scoparium,679,560,4388,3703,181,1,Schizachyrium scoparium
lespedeza stipulacea,Kummerowia stipulacea,32039,Kummerowia stipulacea,44,4,163,18,61,1,Kummerowia stipulacea
potentilla prostrata,Potentilla sterilis,43724,Potentilla sterilis,317,1,604,28,136,1,Potentilla sterilis
pulsatilla ludoviciana,Anemone patens,3695,Anemone patens,163,38,544,177,110,1,Anemone patens
pulsatilla ludoviciana,Anemone patens,203068,Anemone patens subsp. multifida,5,1,25,21,15,1,Anemone patens
silene involucurata,Silene involucrata,97743,Silene involucrata,32,3,112,14,37,1,Silene involucrata
silene involucurata,Silene involucrata,384901,Silene involucrata ssp. elatior,1,NA,1,NA,1,1,Silene involucrata
silene involucurata,Silene involucrata,384902,Silene involucrata subsp. angustiflora,1,NA,1,NA,1,1,Silene involucrata
silene involucurata,Silene involucrata,384903,Silene involucrata subsp. tenella,6,NA,6,NA,1,1,Silene involucrata
elymus caldera,Elymus calderi,20240,Elymus calderi,7,NA,10,NA,6,1,Elymus calderi
festuca brachyphyla,Festuca brachyphylla,24178,Festuca brachyphylla,85,5,246,33,40,1,Festuca brachyphylla
festuca brachyphyla,Festuca brachyphylla,227967,Festuca brachyphylla ssp. coloradensis,1,NA,1,NA,1,1,Festuca brachyphylla
poa glauca,Poa glauca,42831,Poa glauca,285,29,511,99,129,1,Poa glauca
poa glauca,Poa glauca,253360,Poa glauca ssp. glauca,1,NA,81,NA,41,1,Poa glauca ssp. glauca
poa glauca,Poa glauca,253361,Poa glauca var. jurassica,1,NA,NA,NA,NA,1,Poa glauca var. jurassica
astragalus williamsii,Astragalus williamsii,205839,Astragalus williamsii,5,NA,7,NA,3,1,Astragalus williamsii
arabis hollobi,Boechera holboellii,209198,Boechera holboellii,33,NA,123,NA,51,1,Boechera holboellii
arabis hollobi,Boechera holboellii,209199,Boechera holboellii var. pinetorum,3,NA,5,NA,1,1,Boechera holboellii
arabis hollobi,Boechera holboellii,209200,Boechera holboellii var. secunda,22,NA,28,NA,4,1,Boechera holboellii
arabis hollobi,Boechera holboellii,280728,Arabis holboellii var. retrofracta,2,NA,2,NA,1,1,Boechera holboellii
castilleja hyperborean,Castilleja hyperborea,212205,Castilleja hyperborea,9,NA,15,NA,4,1,Castilleja hyperborea
erigeron caepitosus,Erigeron caespitosus,21636,Erigeron caespitosus,16,NA,25,NA,9,1,Erigeron caespitosus
penstemon gormanii,Penstemon gormanii,248603,Penstemon gormanii,5,NA,7,NA,3,1,Penstemon gormanii
plantago canescens,Plantago canescens,252790,Plantago canescens,6,NA,8,NA,3,1,Plantago canescens
crataegus monogyna,Crataegus monogyna,15090,Crataegus monogyna,1104,285,3709,1845,286,1,Crataegus monogyna
crataegus monogyna,Crataegus monogyna,216870,Crataegus monogyna var. heterodonta,3,NA,3,NA,3,1,Crataegus monogyna
crataegus monogyna,Crataegus monogyna,216871,Crataegus monogyna var. lasiocarpa,5,1,36,36,18,1,Crataegus monogyna
crataegus monogyna,Crataegus monogyna,303098,Crataegus monogy,6,6,52,52,9,1,Crataegus monogyna
crataegus spec,Crataegus secta,NA,NA,NA,NA,NA,NA,NA,NA,NA
equisetum arvense,Equisetum arvense,20927,Equisetum arvense,328,127,1407,749,211,1,Equisetum arvense
equisetum arvense,Equisetum arvense,316049,Equisetum arvensis,1,1,11,11,11,1,Equisetum arvense
geranium pratense,Geranium pratense,26081,Geranium pratense,393,15,1299,105,230,1,Geranium pratense
quercus petraea,Quercus petraea,45457,Quercus petraea,62345,4474,83508,24465,368,1,Quercus petraea
quercus petraea,Quercus petraea,256243,Quercus petraea subsp. iberica,9,NA,22,NA,14,1,Quercus petraea subsp. iberica
rumex rugosus,Rumex rugosus,47508,Rumex rugosus,63,NA,130,NA,58,1,Rumex rugosus
sanguisorba officinalis,Sanguisorba officinalis,48235,Sanguisorba officinalis,3059,1318,22708,16838,275,1,Sanguisorba officinalis
silene flos-cuculi,Silene flos-cuculi,50220,Silene flos-cuculi,1217,91,3452,733,182,1,Silene flos-cuculi
apera spica-venti,Apera spica-venti,NA,NA,NA,NA,NA,NA,NA,NA,NA
carex pallescens,Carex pallescens,10601,Carex pallescens,622,60,1749,444,144,1,Carex pallescens
eragrostis curvula,Eragrostis curvula,21058,Eragrostis curvula,146,25,517,173,121,1,Eragrostis curvula
wahlenbergia gracilis,Wahlenbergia gracilis,56861,Wahlenbergia gracilis,50,4,116,44,43,1,Wahlenbergia gracilis
cymbopogon refractus,Cymbopogon refractus,16233,Cymbopogon refractus,38,1,51,7,17,1,Cymbopogon refractus
sorghum halepense,Sorghum halepense,51149,Sorghum halepense,315,47,951,315,171,1,Sorghum halepense
stelaria media,Stellaria media,51634,Stellaria media,2256,59,6238,383,258,1,Stellaria media
deyeuxia viridiflavescens,Calamagrostis viridiflavescens,9351,Calamagrostis viridiflavescens,20,4,43,19,13,1,Calamagrostis viridiflavescens
achyrocline satureioides,Achyrocline satureioides,946,Achyrocline satureioides,61,6,146,67,37,1,Achyrocline satureioides
achyrocline satureioides,Achyrocline satureioides,200576,Achyrocline vargasiana,3,NA,13,NA,6,1,Achyrocline satureioides
carduus acanthoides,Carduus acanthoides,10331,Carduus acanthoides,256,NA,542,NA,124,1,Carduus acanthoides
carduus acanthoides,Carduus acanthoides,211618,Carduus acanthoides subsp. acanthoides,3,NA,3,NA,3,1,Carduus acanthoides
agrostis avenacea,Agrostis avenacea,1885,Agrostis avenacea,69,6,135,59,47,1,Agrostis avenacea
tagetes minuta,Tagetes minuta,52924,Tagetes minuta,79,8,227,107,77,1,Tagetes minuta
leersia hezandra,Leersia hexandra,32659,Leersia hexandra,148,5,200,14,29,1,Leersia hexandra
triodanis biflora,Triodanis perfoliata,55096,Triodanis perfoliata,32,4,62,20,24,1,Triodanis perfoliata
triodanis biflora,Triodanis perfoliata,267898,Triodanis perfoliata subsp. biflora,17,NA,23,NA,9,1,Triodanis perfoliata
ammi majus,Ammi majus,3210,Ammi majus,308,1,684,24,112,1,Ammi majus
lepidium bonariense,Lepidium bonariense,32770,Lepidium bonariense,50,7,164,92,64,1,Lepidium bonariense
conyza bonariensis,Erigeron bonariensis,21633,Erigeron bonariensis,253,12,470,111,127,1,Erigeron bonariensis
verbena gracilescens,Verbena gracilescens,100807,Verbena gracilescens,8,NA,8,NA,4,1,Verbena gracilescens
apium leptophyllum,Cyclospermum leptophyllum,80435,Cyclospermum leptophyllum,198,41,370,207,39,1,Cyclospermum leptophyllum
verbena intermedia,Verbena intermedia,269229,Verbena intermedia,5,NA,9,NA,3,1,Verbena intermedia
convolvulus hermanniae,Convolvulus hermanniae,216005,Convolvulus hermanniae,22,2,63,8,21,1,Convolvulus hermanniae
polygonum punctatum,Persicaria punctata,41197,Persicaria punctata,324,11,492,65,71,1,Persicaria punctata
polygonum punctatum,Persicaria punctata,368925,Polygonum punctatum var. punctatum,1,NA,1,NA,1,1,Persicaria punctata
coronopus dydimus,Lepidium didymum,88228,Lepidium didymum,463,31,990,100,147,1,Lepidium didymum
viola arvensis,Viola arvensis,56491,Viola arvensis,1540,31,2773,138,141,1,Viola arvensis
aster squamatus,Aster squamatus,5769,Aster squamatus,53,2,140,22,51,1,Aster squamatus
cyperus corimbosa,Cyperus denudatus,306377,Cyperus denudatus,2,NA,2,NA,2,1,Cyperus denudatus
glicine max,Glycine max,26504,Glycine gracilis,13,NA,19,NA,6,1,Glycine max
glicine max,Glycine max,26507,Glycine max,1240,818,7183,5470,179,1,Glycine max
glicine max,Glycine max,26509,Glycine soja,10,2,180,165,38,1,Glycine max
glicine max,Glycine max,231199,Glycine max subsp. soja,5,NA,5,NA,1,1,Glycine max
glicine max,Glycine max,324393,Glycine ussuriensis,1,NA,1,NA,1,1,Glycine max
baccharis pingraea,Baccharis pingraea,6556,Baccharis serrulata,5,NA,26,NA,11,1,Baccharis pingraea
oxalis cordobensis,Oxalis conorrhiza,39575,Oxalis conorrhiza,34,8,135,83,49,1,Oxalis conorrhiza
solanum grascilens bonariensis,Solanum psychotrioides,262710,Solanum psychotrioides,6,NA,6,NA,1,1,Solanum psychotrioides
sonchus oleraceus,Sonchus oleraceus,50929,Sonchus oleraceus,995,58,1900,277,202,1,Sonchus oleraceus
gnaphalium gauduchaudianum,Pseudognaphalium gaudichaudianum,255281,Pseudognaphalium gaudichaudianum,20,4,91,67,41,1,Pseudognaphalium gaudichaudianum
paspalum distichum,Paspalum distichum,40458,Paspalum distichum,84,7,298,55,94,1,Paspalum distichum
paspalum distichum,Paspalum distichum,360230,Paspalum paspaloides,1,NA,1,NA,1,1,Paspalum distichum
briza subaristata,Briza subaristata,8369,Briza subaristata,40,5,114,49,44,1,Briza subaristata
bromus unioloides,Bromus catharticus,8427,Bromus catharticus,237,21,609,141,148,1,Bromus catharticus
dichondra repens,Dichondra repens,17732,Dichondra repens,57,15,134,88,29,1,Dichondra repens
paspalum vaginatum,Paspalum vaginatum,40488,Paspalum vaginatum,57,NA,165,NA,72,1,Paspalum vaginatum
eragrostis lugens,Eragrostis lugens,21168,Eragrostis lugens,53,2,142,36,48,1,Eragrostis lugens
datura ferox,Datura ferox,17025,Datura ferox,31,1,64,15,31,1,Datura ferox
oxalis amarillo,Oxalis tuberosa,357710,Oxalis tuberosa,4,NA,4,NA,3,1,Oxalis tuberosa
setaria geniculata,Setaria parviflora,49889,Setaria parviflora,315,6,425,59,51,1,Setaria parviflora
solanum pilcomayense,Solanum nigrescens,50753,Solanum nigrescens,183,NA,221,NA,11,1,Solanum nigrescens
solidago chilensis,Solidago chilensis,50874,Solidago chilensis,52,5,138,67,40,1,Solidago chilensis
solidago chilensis,Solidago chilensis,385883,Solidago odora var. odora,2,NA,2,NA,1,1,Solidago chilensis
cyperus eragrostis,Cyperus eragrostis,16383,Cyperus eragrostis,96,1,172,12,57,1,Cyperus eragrostis
heliantus annus,Helianthus annuus,28128,Helianthus annuus,458,27,1296,233,223,1,Helianthus annuus
heliantus annus,Helianthus annuus,328521,Helianthus annuns,4,4,16,16,7,1,Helianthus annuus
bowlesia incana,Bowlesia incana,76800,Bowlesia incana,10,NA,11,NA,3,1,Bowlesia incana
melica brasiliana,Melica brasiliana,36059,Melica brasiliana,9,2,28,8,16,1,Melica brasiliana
oxypetalum solanoides,Oxypetalum solanoides,246105,Oxypetalum solanoides,4,NA,6,NA,3,1,Oxypetalum solanoides
ammi viznaga,Ammi visnaga,3211,Ammi visnaga,86,NA,121,NA,40,1,Ammi visnaga
geranium molle,Geranium molle,26069,Geranium molle,563,21,1220,141,182,1,Geranium molle
paspalum quadrifarium,Paspalum quadrifarium,40480,Paspalum quadrifarium,24,4,106,73,61,1,Paspalum quadrifarium
conium maculatum,Conium maculatum,14183,Conium maculatum,512,38,1061,113,160,1,Conium maculatum
vaccinium vitis-idaea minus,Vaccinium vitis-idaea,268647,Vaccinium vitis-idaea subsp. minus,5,NA,2,NA,2,1,Vaccinium vitis-idaea
carex microchaeta?,Carex microchaeta,211783,Carex microchaeta,9,NA,28,NA,6,1,Carex microchaeta
carex microchaeta?,Carex microchaeta,293831,Carex microchaeta subsp. nesophila,2,NA,2,NA,1,1,Carex microchaeta
eriophorum vaginatum,Eriophorum vaginatum,21816,Eriophorum vaginatum,1612,241,6294,1650,214,1,Eriophorum vaginatum
eriophorum vaginatum,Eriophorum vaginatum,317644,Eriophorum vaginatum var. vaginatum,1,NA,1,NA,1,1,Eriophorum vaginatum
eriphorum vaginatum,Eriophorum vaginatum,21816,Eriophorum vaginatum,1612,241,6294,1650,214,1,Eriophorum vaginatum
eriphorum vaginatum,Eriophorum vaginatum,317644,Eriophorum vaginatum var. vaginatum,1,NA,1,NA,1,1,Eriophorum vaginatum
pedicularis laboradorica,Pedicularis labradorica,92691,Pedicularis labradorica,11,2,41,29,22,1,Pedicularis labradorica
pedicularis labradorica,Pedicularis labradorica,92691,Pedicularis labradorica,11,2,41,29,22,1,Pedicularis labradorica
polygonum bistorta,Persicaria bistorta,41185,Persicaria bistorta,682,129,2158,880,218,1,Persicaria bistorta
polygonum bistorta,Persicaria bistorta,368865,Polygonum bistorta var. bistorta,1,NA,1,NA,1,1,Persicaria bistorta
rubus chamaemorus,Rubus chamaemorus,46963,Rubus chamaemorus,503,170,1952,1115,220,1,Rubus chamaemorus
salix pulchra,Salix pulchra,47912,Salix pulchra,279,251,1946,1771,136,1,Salix pulchra
ranunculs acris,Ranunculus acris,45587,Ranunculus acris,2409,541,9010,3476,287,1,Ranunculus acris
ranunculs acris,Ranunculus acris,256833,Ranunculus acris ssp. friesianus,3,NA,3,NA,3,1,Ranunculus acris ssp. friesianus
ranunculs acris,Ranunculus acris,256834,Ranunculus acris subsp. acris,5,NA,18,NA,10,1,Ranunculus acris subsp. acris
ranunculs acris,Ranunculus acris,256835,Ranunculus acris subsp. friesianus,1,NA,NA,NA,NA,1,Ranunculus acris subsp. friesianus
ranunculs acris,Ranunculus acris,256836,Ranunculus acris var. acris,4,NA,4,NA,2,1,Ranunculus acris var. acris
ranunculs acris,Ranunculus acris,374587,Ranunculus acris var. frigidus,1,NA,1,NA,1,1,Ranunculus acris var. frigidus
epilobium montanum,Epilobium montanum,20863,Epilobium montanum,629,3,1269,26,152,1,Epilobium montanum
rubus fruticosus agg,Rubus vestitus,47399,Rubus vestitus,820,157,2935,1129,226,1,Rubus vestitus
ceras fontanum,Cerastium fontanum,11781,Cerastium fontanum,1668,75,4611,380,230,1,Cerastium fontanum
ceras fontanum,Cerastium fontanum,212885,Cerastium fontanum subsp. glabrescens,1,NA,1,NA,1,1,Cerastium fontanum subsp. glabrescens
ceras fontanum,Cerastium fontanum,212886,Cerastium fontanum subsp. lucorum,39,NA,58,NA,37,1,Cerastium fontanum
ceras fontanum,Cerastium fontanum,212887,Cerastium fontanum subsp. vulgare,307,54,812,343,132,1,Cerastium fontanum
crepis capillaris,Crepis capillaris,15174,Crepis capillaris,712,24,1546,160,176,1,Crepis capillaris
astragalus umbellatus,Astragalus umbellatus,5910,Astragalus umbellatus,20,3,88,44,33,1,Astragalus umbellatus
saxifraga hieraciifolia,Saxifraga hieraciifolia,96936,Saxifraga hieraciifolia,26,3,65,14,37,1,Saxifraga hieraciifolia
saxifraga hieraciifolia,Saxifraga hieraciifolia,348613,Micranthes hieraciifolia,2,NA,2,NA,1,1,Saxifraga hieraciifolia
saxifraga hirculus,Saxifraga hirculus,48603,Saxifraga hirculus,471,11,1469,71,138,1,Saxifraga hirculus
saxifraga hirculus,Saxifraga hirculus,380174,Saxifraga hirculus subsp. alpina,1,NA,1,NA,1,1,Saxifraga hirculus
saxifraga nelsoniana,Saxifraga nelsoniana,48612,Saxifraga nelsoniana,21,1,42,14,19,1,Saxifraga nelsoniana
saxifraga nelsoniana,Saxifraga nelsoniana,259530,Saxifraga nelsoniana ssp. nelsoniana,3,NA,3,NA,2,1,Saxifraga nelsoniana
saxifraga nelsoniana,Saxifraga nelsoniana,380186,Saxifraga nelsoniana subsp. aestivalis,4,2,40,38,10,1,Saxifraga nelsoniana
saxifraga nelsoniana,Saxifraga nelsoniana,380187,Saxifraga nelsoniana var. carlottae,1,NA,1,NA,1,1,Saxifraga nelsoniana
